api_number,production_month,production_year,production_quarter,oil_and_gas_group,production,operator,basin,shale_play,well_name,well_length_ft
33-053-06865-0000,2023-10-01,2023,Q4,O,1817.094,MARATHON OIL COMPANY,Bakken,Bakken,33-053-06865-0000,
33-053-06867-0000,2023-03-01,2023,Q1,O,1754.377,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-06867-0000,
33-053-06867-0000,2023-05-01,2023,Q2,O,1705.699,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-06867-0000,
33-053-06868-0000,2023-02-01,2023,Q1,G,11.738334,MARATHON OIL COMPANY,Bakken,Bakken,33-053-06868-0000,
33-053-06868-0000,2023-09-01,2023,Q3,G,11.673,MARATHON OIL COMPANY,Bakken,Bakken,33-053-06868-0000,
33-053-06868-0000,2023-09-01,2023,Q3,O,1395.98,MARATHON OIL COMPANY,Bakken,Bakken,33-053-06868-0000,
33-053-06870-0000,2023-04-01,2023,Q2,G,823.24164,SM ENERGY COMPANY,Three Forks,Three Forks,33-053-06870-0000,
33-053-06870-0000,2023-06-01,2023,Q2,G,1168.4484,SM ENERGY COMPANY,Three Forks,Three Forks,33-053-06870-0000,
33-053-06870-0000,2023-08-01,2023,Q3,O,4009.075,SM ENERGY COMPANY,Three Forks,Three Forks,33-053-06870-0000,
33-053-06870-0000,2023-11-01,2023,Q4,O,3717.76,SM ENERGY COMPANY,Three Forks,Three Forks,33-053-06870-0000,
33-053-06870-0000,2023-12-01,2023,Q4,G,1125.5804,SM ENERGY COMPANY,Three Forks,Three Forks,33-053-06870-0000,
33-053-06873-0000,2023-01-01,2023,Q1,G,1087.6035,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-06873-0000,
33-053-06874-0000,2023-01-01,2023,Q1,G,272.98367,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-06874-0000,
33-053-06874-0000,2023-04-01,2023,Q2,O,2057.7981,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-06874-0000,
33-053-06874-0000,2023-08-01,2023,Q3,G,786.30682,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-06874-0000,
33-053-06874-0000,2023-10-01,2023,Q4,G,775.50049,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-06874-0000,
33-053-06899-0000,2023-05-01,2023,Q2,G,3264.1382,STATOIL OIL & GAS LP,Three Forks,Three Forks,33-053-06899-0000,
33-053-06899-0000,2023-06-01,2023,Q2,G,361.71149,STATOIL OIL & GAS LP,Three Forks,Three Forks,33-053-06899-0000,
33-053-06899-0000,2023-10-01,2023,Q4,G,3116.9517,STATOIL OIL & GAS LP,Three Forks,Three Forks,33-053-06899-0000,
33-053-06900-0000,2023-01-01,2023,Q1,O,1383.446,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-06900-0000,
33-053-06900-0000,2023-11-01,2023,Q4,G,217.85683,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-06900-0000,
33-053-06900-0000,2023-11-01,2023,Q4,O,1204.942,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-06900-0000,
33-053-06919-0000,2023-04-01,2023,Q2,G,1146.2506,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-06919-0000,
33-053-06919-0000,2023-07-01,2023,Q3,O,2134.291,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-06919-0000,
33-053-06919-0000,2023-11-01,2023,Q4,G,1089.2062,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-06919-0000,
33-053-06919-0000,2023-11-01,2023,Q4,O,1952.146,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-06919-0000,
33-053-06919-0000,2023-12-01,2023,Q4,O,1989.403,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-06919-0000,
33-053-06941-0000,2023-11-01,2023,Q4,O,1819.657,XTO ENERGY INC,Bakken,Bakken,33-053-06941-0000,
33-053-06966-0000,2023-01-01,2023,Q1,G,1570.4513,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06966-0000,
33-053-06966-0000,2023-03-01,2023,Q1,O,2085.9309,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06966-0000,
33-053-06966-0000,2023-04-01,2023,Q2,G,797.55603,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06966-0000,
33-053-06966-0000,2023-05-01,2023,Q2,O,2040.124,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06966-0000,
33-053-06966-0000,2023-10-01,2023,Q4,G,798.51416,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06966-0000,
33-053-06966-0000,2023-11-01,2023,Q4,G,768.91864,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06966-0000,
33-053-06967-0000,2023-07-01,2023,Q3,O,2290.189,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-06967-0000,
33-053-06967-0000,2023-12-01,2023,Q4,G,507.59149,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-06967-0000,
33-053-06968-0000,2023-01-01,2023,Q1,G,1515.126,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06968-0000,
33-053-06968-0000,2023-05-01,2023,Q2,O,1624.762,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06968-0000,
33-053-06968-0000,2023-06-01,2023,Q2,G,1418.474,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06968-0000,
33-053-06968-0000,2023-07-01,2023,Q3,O,1588.6851,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06968-0000,
33-053-06968-0000,2023-09-01,2023,Q3,G,1123.2021,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06968-0000,
33-053-06968-0000,2023-12-01,2023,Q4,G,1139.1747,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-06968-0000,
33-053-06969-0000,2023-02-01,2023,Q1,G,1563.0471,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-06969-0000,
33-053-06969-0000,2023-07-01,2023,Q3,G,537.23584,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-06969-0000,
33-053-06969-0000,2023-08-01,2023,Q3,O,2542.4661,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-06969-0000,
33-053-06969-0000,2023-09-01,2023,Q3,G,513.49066,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-06969-0000,
33-053-07015-0000,2023-06-01,2023,Q2,O,1494.203,WHITING OIL AND GAS CORPORATION,Three Forks,Three Forks,33-053-07015-0000,
33-053-07015-0000,2023-08-01,2023,Q3,G,8.3378334,WHITING OIL AND GAS CORPORATION,Three Forks,Three Forks,33-053-07015-0000,
33-053-07015-0000,2023-12-01,2023,Q4,G,8.0546665,WHITING OIL AND GAS CORPORATION,Three Forks,Three Forks,33-053-07015-0000,
33-053-07040-0000,2023-11-01,2023,Q4,O,786.95801,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07040-0000,
33-053-07040-0000,2023-12-01,2023,Q4,O,799.82501,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07040-0000,
33-053-07042-0000,2023-01-01,2023,Q1,G,3135.6345,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07042-0000,
33-053-07042-0000,2023-05-01,2023,Q2,O,1557.802,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07042-0000,
33-053-07042-0000,2023-07-01,2023,Q3,O,1501.104,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07042-0000,
33-053-07042-0000,2023-10-01,2023,Q4,O,1421.577,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07042-0000,
33-053-07080-0000,2023-01-01,2023,Q1,G,1353.0146,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07080-0000,
33-053-07080-0000,2023-11-01,2023,Q4,G,1235.4744,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07080-0000,
33-053-07109-0000,2023-03-01,2023,Q1,G,12.999166,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07109-0000,
33-053-07109-0000,2023-05-01,2023,Q2,G,12.565,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07109-0000,
33-053-07109-0000,2023-05-01,2023,Q2,O,1095.384,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07109-0000,
33-053-07109-0000,2023-08-01,2023,Q3,G,11.955833,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07109-0000,
33-053-07109-0000,2023-09-01,2023,Q3,O,958.37097,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07109-0000,
33-053-07118-0000,2023-02-01,2023,Q1,O,1004.281,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-07118-0000,
33-053-07118-0000,2023-07-01,2023,Q3,O,1033.623,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-07118-0000,
33-053-07124-0000,2023-04-01,2023,Q2,G,2122.5298,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07124-0000,
33-053-07124-0000,2023-04-01,2023,Q2,O,3880.387,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07124-0000,
33-053-07124-0000,2023-08-01,2023,Q3,G,2141.8811,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07124-0000,
33-053-07124-0000,2023-11-01,2023,Q4,O,3659.7749,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07124-0000,
33-053-07130-0000,2023-05-01,2023,Q2,G,2398.8552,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07130-0000,
33-053-07130-0000,2023-08-01,2023,Q3,O,1900.486,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07130-0000,
33-053-07130-0000,2023-11-01,2023,Q4,G,380.6275,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07130-0000,
33-053-07175-0000,2023-04-01,2023,Q2,G,2193.627,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07175-0000,
33-053-07175-0000,2023-05-01,2023,Q2,O,1805.4611,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-07175-0000,
33-053-07189-0000,2023-12-01,2023,Q4,O,1143.879,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-07189-0000,
33-053-07217-0000,2023-09-01,2023,Q3,O,1860.441,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07217-0000,
33-053-07217-0000,2023-11-01,2023,Q4,G,115.86916,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07217-0000,
33-053-07217-0000,2023-12-01,2023,Q4,G,118.07417,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07217-0000,
33-053-07228-0000,2023-05-01,2023,Q2,O,2396.8459,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07228-0000,
33-053-07229-0000,2023-07-01,2023,Q3,G,20.5135,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07229-0000,
33-053-07229-0000,2023-10-01,2023,Q4,G,759.23352,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07229-0000,
33-053-07229-0000,2023-10-01,2023,Q4,O,827.66199,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07229-0000,
33-053-07230-0000,2023-01-01,2023,Q1,G,2086.1731,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07230-0000,
33-053-07230-0000,2023-03-01,2023,Q1,G,2020.3353,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07230-0000,
33-053-07230-0000,2023-04-01,2023,Q2,G,1924.0803,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07230-0000,
33-053-07230-0000,2023-07-01,2023,Q3,O,2088.9419,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07230-0000,
33-053-07230-0000,2023-11-01,2023,Q4,O,1921.5229,NEWFIELD PRODUCTION COMPANY,Bakken,Bakken,33-053-07230-0000,
33-053-07231-0000,2023-01-01,2023,Q1,G,50.107334,"HRC OPERATING, LLC",Three Forks,Three Forks,33-053-07231-0000,
33-053-07231-0000,2023-02-01,2023,Q1,G,44.837502,"HRC OPERATING, LLC",Three Forks,Three Forks,33-053-07231-0000,
33-053-07232-0000,2023-01-01,2023,Q1,G,87.12117,"HRC OPERATING, LLC",Bakken,Bakken,33-053-07232-0000,
33-053-07232-0000,2023-02-01,2023,Q1,O,1420.298,"HRC OPERATING, LLC",Bakken,Bakken,33-053-07232-0000,
33-053-07232-0000,2023-04-01,2023,Q2,O,1476.666,"HRC OPERATING, LLC",Bakken,Bakken,33-053-07232-0000,
33-053-07232-0000,2023-12-01,2023,Q4,O,1362.401,"HRC OPERATING, LLC",Bakken,Bakken,33-053-07232-0000,
33-053-07233-0000,2023-03-01,2023,Q1,G,36.640335,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07233-0000,
33-053-07233-0000,2023-05-01,2023,Q2,O,1276.526,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07233-0000,
33-053-07233-0000,2023-07-01,2023,Q3,G,1073.0419,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07233-0000,
33-053-07233-0000,2023-09-01,2023,Q3,G,33.941833,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07233-0000,
33-053-07233-0000,2023-12-01,2023,Q4,O,1172.287,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07233-0000,
33-053-07247-0000,2023-02-01,2023,Q1,G,1751.1584,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07247-0000,
33-053-07247-0000,2023-04-01,2023,Q2,O,1622.863,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07247-0000,
33-053-07257-0000,2023-01-01,2023,Q1,G,53.169334,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-07257-0000,
33-053-07257-0000,2023-08-01,2023,Q3,O,1236.328,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-07257-0000,
33-053-07259-0000,2023-05-01,2023,Q2,G,1776.802,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-07259-0000,
33-053-07259-0000,2023-05-01,2023,Q2,O,2409.104,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-07259-0000,
33-053-07259-0000,2023-08-01,2023,Q3,G,1736.3171,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-07259-0000,
33-053-07259-0000,2023-09-01,2023,Q3,O,2191.5229,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-07259-0000,
33-053-07267-0000,2023-04-01,2023,Q2,O,1250.137,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07267-0000,
33-053-07267-0000,2023-09-01,2023,Q3,G,26.8475,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07267-0000,
33-053-07267-0000,2023-11-01,2023,Q4,O,1104.752,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07267-0000,
33-053-07274-0000,2023-03-01,2023,Q1,G,2255.272,"HRC OPERATING, LLC",Three Forks,Three Forks,33-053-07274-0000,
33-053-07298-0000,2023-03-01,2023,Q1,O,2196.1599,NEWFIELD PRODUCTION COMPANY,Three Forks,Three Forks,33-053-07298-0000,
33-053-07298-0000,2023-04-01,2023,Q2,G,25.919333,NEWFIELD PRODUCTION COMPANY,Three Forks,Three Forks,33-053-07298-0000,
33-053-07298-0000,2023-06-01,2023,Q2,O,2047.465,NEWFIELD PRODUCTION COMPANY,Three Forks,Three Forks,33-053-07298-0000,
33-053-07298-0000,2023-07-01,2023,Q3,O,2089.728,NEWFIELD PRODUCTION COMPANY,Three Forks,Three Forks,33-053-07298-0000,
33-053-07298-0000,2023-12-01,2023,Q4,G,1198.3965,NEWFIELD PRODUCTION COMPANY,Three Forks,Three Forks,33-053-07298-0000,
33-053-07377-0000,2023-06-01,2023,Q2,G,840.34717,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07377-0000,
33-053-07377-0000,2023-06-01,2023,Q2,O,2337.4089,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07377-0000,
33-053-07397-0000,2023-07-01,2023,Q3,G,1144.1615,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07397-0000,
33-053-07397-0000,2023-08-01,2023,Q3,O,548.54797,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07397-0000,
33-053-07397-0000,2023-10-01,2023,Q4,G,11.7075,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07397-0000,
33-053-07400-0000,2023-05-01,2023,Q2,O,980.85797,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07400-0000,
33-053-07400-0000,2023-09-01,2023,Q3,G,307.51035,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07400-0000,
33-053-07400-0000,2023-11-01,2023,Q4,O,786.30103,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07400-0000,
33-053-07411-0000,2023-02-01,2023,Q1,G,536.86731,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07411-0000,
33-053-07411-0000,2023-02-01,2023,Q1,O,1119.0389,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07411-0000,
33-053-07411-0000,2023-06-01,2023,Q2,G,538.80835,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07411-0000,
33-053-07411-0000,2023-08-01,2023,Q3,O,1114.757,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07411-0000,
33-053-07420-0000,2023-05-01,2023,Q2,O,1638.108,WHITING OIL AND GAS CORPORATION,Three Forks,Three Forks,33-053-07420-0000,
33-053-07421-0000,2023-07-01,2023,Q3,G,682.98199,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-07421-0000,
33-053-07421-0000,2023-08-01,2023,Q3,G,678.06683,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-07421-0000,
33-053-07421-0000,2023-09-01,2023,Q3,G,651.67517,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-07421-0000,
33-053-07421-0000,2023-09-01,2023,Q3,O,1764.729,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-07421-0000,
33-053-07421-0000,2023-12-01,2023,Q4,O,1768.8719,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-07421-0000,
33-053-07425-0000,2023-03-01,2023,Q1,O,3586.001,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07425-0000,
33-053-07425-0000,2023-05-01,2023,Q2,G,84.751335,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07425-0000,
33-053-07425-0000,2023-06-01,2023,Q2,O,3217.5649,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07425-0000,
33-053-07425-0000,2023-08-01,2023,Q3,O,3163.238,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07425-0000,
33-053-07425-0000,2023-11-01,2023,Q4,G,1687.4065,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07425-0000,
33-053-07425-0000,2023-12-01,2023,Q4,G,1712.5526,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07425-0000,
33-053-07426-0000,2023-11-01,2023,Q4,G,2379.7083,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07426-0000,
33-053-07426-0000,2023-12-01,2023,Q4,G,146.27483,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07426-0000,
33-053-07433-0000,2023-04-01,2023,Q2,G,77.765167,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-07433-0000,
33-053-07433-0000,2023-05-01,2023,Q2,O,3328.585,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-07433-0000,
33-053-07433-0000,2023-07-01,2023,Q3,G,1553.2615,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-07433-0000,
33-053-07433-0000,2023-07-01,2023,Q3,O,3195.675,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-07433-0000,
33-053-07433-0000,2023-11-01,2023,Q4,G,68.584503,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-07433-0000,
33-053-07470-0000,2023-01-01,2023,Q1,O,2959.5171,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-07470-0000,
33-053-07472-0000,2023-01-01,2023,Q1,G,3120.1545,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07472-0000,
33-053-07472-0000,2023-02-01,2023,Q1,G,132.32333,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07472-0000,
33-053-07472-0000,2023-12-01,2023,Q4,O,2758.8181,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07472-0000,
33-053-07474-0000,2023-02-01,2023,Q1,O,3635.938,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07474-0000,
33-053-07474-0000,2023-04-01,2023,Q2,O,3724.418,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07474-0000,
33-053-07474-0000,2023-06-01,2023,Q2,G,101.48817,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07474-0000,
33-053-07474-0000,2023-06-01,2023,Q2,O,3565.302,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07474-0000,
33-053-07474-0000,2023-07-01,2023,Q3,G,103.38683,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07474-0000,
33-053-07475-0000,2023-02-01,2023,Q1,O,3240.8191,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07475-0000,
33-053-07475-0000,2023-08-01,2023,Q3,G,79.40583,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07475-0000,
33-053-07475-0000,2023-09-01,2023,Q3,O,2927.113,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07475-0000,
33-053-07476-0000,2023-08-01,2023,Q3,O,1612.668,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07476-0000,
33-053-07476-0000,2023-12-01,2023,Q4,G,229.2795,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07476-0000,
33-053-07480-0000,2023-04-01,2023,Q2,G,1866.0936,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07480-0000,
33-053-07480-0000,2023-05-01,2023,Q2,G,1913.75,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07480-0000,
33-053-07480-0000,2023-10-01,2023,Q4,G,47.265499,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07480-0000,
33-053-07480-0000,2023-11-01,2023,Q4,G,45.432667,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07480-0000,
33-053-07489-0000,2023-03-01,2023,Q1,O,1995.145,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07489-0000,
33-053-07489-0000,2023-11-01,2023,Q4,G,1989.5758,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-07489-0000,
33-053-07502-0000,2023-01-01,2023,Q1,G,122.5145,"EOG RESOURCES, INC.",Bakken,Bakken,33-053-07502-0000,
33-053-07502-0000,2023-03-01,2023,Q1,O,2721.874,"EOG RESOURCES, INC.",Bakken,Bakken,33-053-07502-0000,
33-053-07502-0000,2023-05-01,2023,Q2,G,119.67966,"EOG RESOURCES, INC.",Bakken,Bakken,33-053-07502-0000,
33-053-07502-0000,2023-10-01,2023,Q4,G,116.353,"EOG RESOURCES, INC.",Bakken,Bakken,33-053-07502-0000,
33-053-07502-0000,2023-11-01,2023,Q4,O,2358.8669,"EOG RESOURCES, INC.",Bakken,Bakken,33-053-07502-0000,
33-053-07502-0000,2023-12-01,2023,Q4,G,115.107,"EOG RESOURCES, INC.",Bakken,Bakken,33-053-07502-0000,
33-053-07503-0000,2023-03-01,2023,Q1,O,2771.3391,"EOG RESOURCES, INC.",Bakken,Bakken,33-053-07503-0000,
33-053-07503-0000,2023-04-01,2023,Q2,G,2373.3708,"EOG RESOURCES, INC.",Bakken,Bakken,33-053-07503-0000,
33-053-07507-0000,2023-01-01,2023,Q1,O,1234.714,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07507-0000,
33-053-07507-0000,2023-06-01,2023,Q2,G,2572.2078,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07507-0000,
33-053-07507-0000,2023-09-01,2023,Q3,O,1049.519,MARATHON OIL COMPANY,Bakken,Bakken,33-053-07507-0000,
33-053-07508-0000,2023-01-01,2023,Q1,G,791.78748,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07508-0000,
33-053-07508-0000,2023-04-01,2023,Q2,O,1582.993,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07508-0000,
33-053-07508-0000,2023-05-01,2023,Q2,O,1609.579,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07508-0000,
33-053-07508-0000,2023-11-01,2023,Q4,O,1422.417,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-07508-0000,
33-053-07514-0000,2023-06-01,2023,Q2,G,2301.2886,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-07514-0000,
33-053-07514-0000,2023-09-01,2023,Q3,O,1690.424,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-07514-0000,
33-053-07514-0000,2023-10-01,2023,Q4,G,10.780833,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-07514-0000,
33-053-07527-0000,2023-01-01,2023,Q1,O,1131.277,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07527-0000,
33-053-07527-0000,2023-07-01,2023,Q3,G,1658.1659,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-07527-0000,
33-053-07531-0000,2023-10-01,2023,Q4,G,715.97833,WHITING OIL AND GAS CORPORATION,Bakken,Bakken,33-053-07531-0000,
33-053-07542-0000,2023-10-01,2023,Q4,O,929.61499,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07542-0000,
33-053-07552-0000,2023-01-01,2023,Q1,O,1873.369,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07552-0000,
33-053-07552-0000,2023-05-01,2023,Q2,G,23.431499,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07552-0000,
33-053-07552-0000,2023-09-01,2023,Q3,O,1493.042,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-07552-0000,
